timestamp,victim_TEC,attacker_TEC,state
1775232688.1680968,0,0,victim_identification
1775232688.2733521,0,0,victim_identification
1775232688.3736079,0,0,victim_identification
1775232688.4740396,0,0,victim_identification
1775232688.5742788,0,0,victim_identification
1775232688.6748574,0,0,victim_identification
1775232688.7751186,0,0,victim_identification
1775232688.8753426,0,0,victim_identification
1775232688.9757202,0,0,victim_identification
1775232689.0759554,0,0,victim_identification
1775232689.1770453,0,0,victim_identification
1775232689.3416677,0,0,victim_identification
1775232689.4533107,0,0,victim_identification
1775232689.553533,0,0,victim_identification
1775232689.6543188,0,0,victim_identification
1775232689.7545524,0,0,victim_identification
1775232689.8549328,0,0,victim_identification
1775232689.9551795,0,0,victim_identification
1775232690.0554066,0,0,victim_identification
1775232690.157345,0,0,victim_identification
1775232690.2634149,0,0,victim_identification
1775232690.381838,0,0,victim_identification
1775232690.5145943,0,0,victim_identification
1775232690.6201048,0,0,victim_identification
1775232690.720342,0,0,victim_identification
1775232690.8209984,0,0,victim_identification
1775232690.921989,0,0,victim_identification
1775232691.0222042,0,0,victim_identification
1775232691.1233904,0,0,victim_identification
1775232691.2291675,0,0,victim_identification
1775232691.3294032,0,0,victim_identification
1775232691.429965,0,0,victim_identification
1775232691.5301795,0,0,victim_identification
1775232691.6303952,0,0,victim_identification
1775232691.7307732,0,0,victim_identification
1775232691.838065,0,0,victim_identification
1775232691.940201,0,0,victim_identification
1775232692.0405922,0,0,victim_identification
1775232692.1411095,0,0,victim_identification
1775232692.2414136,0,0,victim_identification
1775232692.3416755,0,0,victim_identification
1775232692.4419236,0,0,victim_identification
1775232692.5434027,0,0,victim_identification
1775232692.648754,0,0,victim_identification
1775232692.7490008,0,0,victim_identification
1775232692.8494217,0,0,victim_identification
1775232692.9496503,0,0,victim_identification
1775232693.049889,0,0,victim_identification
1775232693.1509883,0,0,victim_identification
1775232693.2574615,0,0,victim_identification
1775232693.3627415,0,0,victim_identification
1775232693.4629588,0,0,victim_identification
1775232693.5634565,0,0,victim_identification
1775232693.6636438,0,0,victim_identification
1775232693.763878,0,0,victim_identification
1775232693.8678167,0,0,victim_identification
1775232693.9739256,0,0,victim_identification
1775232694.087945,0,0,victim_identification
1775232694.1881428,0,0,victim_identification
1775232694.2883458,0,0,victim_identification
1775232694.3888822,0,0,victim_identification
1775232694.4894452,0,0,victim_identification
1775232694.5896666,0,0,victim_identification
1775232694.7038088,14,0,target_monitoring
1775232694.81962,14,0,target_monitoring
1775232694.9394767,14,0,target_monitoring
1775232695.04517,14,0,target_monitoring
1775232695.1453862,14,0,target_monitoring
1775232695.2456782,14,0,target_monitoring
1775232695.3459291,14,0,target_monitoring
1775232695.4461548,14,0,target_monitoring
1775232695.5540135,14,0,target_monitoring
1775232695.6611323,14,0,target_monitoring
1775232695.7750478,14,0,target_monitoring
1775232695.8806963,14,0,target_monitoring
1775232695.9812536,14,0,target_monitoring
1775232696.0816388,14,0,target_monitoring
1775232696.1818678,14,0,target_monitoring
1775232696.2863984,14,0,target_monitoring
1775232696.4050868,14,0,target_monitoring
1775232696.505305,14,0,target_monitoring
1775232696.6055262,14,0,target_monitoring
1775232696.7057524,14,0,target_monitoring
1775232696.8059945,14,0,target_monitoring
1775232696.92239,14,0,target_monitoring
1775232697.025362,14,0,target_monitoring
1775232697.1308515,14,0,target_monitoring
1775232697.2313802,14,0,target_monitoring
1775232697.332117,14,0,target_monitoring
1775232697.4323456,14,0,target_monitoring
1775232697.5328822,14,0,target_monitoring
1775232697.6381607,14,0,target_monitoring
1775232697.7433224,14,0,target_monitoring
1775232697.8436322,14,0,target_monitoring
1775232697.943857,14,0,target_monitoring
1775232698.0441225,14,0,target_monitoring
1775232698.1443086,14,0,target_monitoring
1775232698.2444944,14,0,target_monitoring
1775232698.3498013,14,0,target_monitoring
1775232698.460158,14,0,target_monitoring
1775232698.5603929,14,0,target_monitoring
1775232698.660619,26,0,target_monitoring
1775232698.7608564,26,0,target_monitoring
1775232698.8613658,26,0,target_monitoring
1775232698.9615855,26,0,target_monitoring
1775232699.066354,26,0,target_monitoring
1775232699.1665888,26,0,target_monitoring
1775232699.2668042,26,0,target_monitoring
1775232699.3670278,26,0,target_monitoring
1775232699.4674747,26,0,target_monitoring
1775232699.5677896,26,0,target_monitoring
1775232699.6716835,26,0,target_monitoring
1775232699.7904327,26,0,target_monitoring
1775232699.8906515,26,0,target_monitoring
1775232699.9911807,26,0,target_monitoring
1775232700.091326,26,0,target_monitoring
1775232700.191527,26,0,target_monitoring
1775232700.2919667,26,0,target_monitoring
1775232700.3942761,26,0,target_monitoring
1775232700.5460749,26,0,target_monitoring
1775232700.651642,26,0,target_monitoring
1775232700.7518673,26,0,target_monitoring
1775232700.8521116,26,0,target_monitoring
1775232700.9526744,26,0,target_monitoring
1775232701.0528958,26,0,target_monitoring
1775232701.155391,26,0,target_monitoring
1775232701.2744043,26,0,target_monitoring
1775232701.3801057,26,0,target_monitoring
1775232701.4936795,26,0,target_monitoring
1775232701.6000557,26,0,target_monitoring
1775232701.7513964,26,0,target_monitoring
1775232701.8516521,26,0,target_monitoring
1775232701.9519153,26,0,target_monitoring
1775232702.0521526,26,0,target_monitoring
1775232702.1523764,26,0,target_monitoring
1775232702.2525988,26,0,target_monitoring
1775232702.3578746,26,0,target_monitoring
1775232702.4629593,26,0,target_monitoring
1775232702.5632021,26,0,target_monitoring
1775232702.6634448,47,0,target_monitoring
1775232702.7636862,47,0,target_monitoring
1775232702.8639371,47,0,target_monitoring
1775232702.9644775,47,0,target_monitoring
1775232703.0676346,47,0,target_monitoring
1775232703.1729913,47,0,target_monitoring
1775232703.2748764,47,0,target_monitoring
1775232703.3751283,47,0,target_monitoring
1775232703.4753618,47,0,target_monitoring
1775232703.575584,47,0,target_monitoring
1775232703.6763408,47,0,target_monitoring
1775232703.792567,47,0,target_monitoring
1775232703.8984764,47,0,target_monitoring
1775232704.003977,47,0,target_monitoring
1775232704.104225,47,0,target_monitoring
1775232704.204461,47,0,target_monitoring
1775232704.3046885,47,0,target_monitoring
1775232704.405439,47,0,target_monitoring
1775232704.5079746,47,0,target_monitoring
1775232704.6081805,47,0,target_monitoring
1775232704.708379,47,0,target_monitoring
1775232704.8086243,47,0,target_monitoring
1775232704.9090092,47,0,target_monitoring
1775232705.0092258,47,0,target_monitoring
1775232705.1094108,47,0,target_monitoring
1775232705.2099838,47,0,target_monitoring
1775232705.3157659,47,0,target_monitoring
1775232705.415993,47,0,target_monitoring
1775232705.516531,47,0,target_monitoring
1775232705.6167338,47,0,target_monitoring
1775232705.7170978,47,0,target_monitoring
1775232705.8211584,47,0,target_monitoring
1775232705.9371915,47,0,target_monitoring
1775232706.1057258,47,0,target_monitoring
1775232706.2167592,47,0,target_monitoring
1775232706.3169801,47,0,target_monitoring
1775232706.417494,47,0,target_monitoring
1775232706.5177038,47,0,target_monitoring
1775232706.6179175,47,0,target_monitoring
1775232706.72319,69,0,target_monitoring
1775232706.8253272,69,0,target_monitoring
1775232706.9261112,69,0,target_monitoring
1775232707.0266464,69,0,target_monitoring
1775232707.1268756,69,0,target_monitoring
1775232707.227431,69,0,target_monitoring
1775232707.3439653,69,0,target_monitoring
1775232707.454347,69,0,target_monitoring
1775232707.555008,69,0,target_monitoring
1775232707.655222,69,0,target_monitoring
1775232707.7554374,69,0,target_monitoring
1775232707.8557065,69,0,target_monitoring
1775232707.959982,69,0,target_monitoring
1775232708.0757399,69,0,target_monitoring
1775232708.1759658,69,0,target_monitoring
1775232708.2761672,69,0,target_monitoring
1775232708.3765192,69,0,target_monitoring
1775232708.4813719,69,0,target_monitoring
1775232708.582093,69,0,target_monitoring
1775232708.682621,69,0,target_monitoring
1775232708.787277,69,0,target_monitoring
1775232708.892558,69,0,target_monitoring
1775232708.9950368,69,0,target_monitoring
1775232709.0952585,69,0,target_monitoring
1775232709.1954665,69,0,target_monitoring
1775232709.2972763,69,0,target_monitoring
1775232709.3996723,69,0,target_monitoring
1775232709.5090632,69,0,target_monitoring
1775232709.6147943,69,0,target_monitoring
1775232709.7149901,69,0,target_monitoring
1775232709.8154762,69,0,target_monitoring
1775232709.9157124,69,0,target_monitoring
1775232710.0160763,69,0,target_monitoring
1775232710.1177557,69,0,target_monitoring
1775232710.22633,69,0,target_monitoring
1775232710.326572,69,0,target_monitoring
1775232710.4268763,69,0,target_monitoring
1775232710.5274124,69,0,target_monitoring
1775232710.6276937,69,0,target_monitoring
1775232710.7307343,73,0,target_monitoring
1775232710.8368745,73,0,target_monitoring
1775232710.9422195,73,0,target_monitoring
1775232711.042805,73,0,target_monitoring
1775232711.1430383,73,0,target_monitoring
1775232711.243262,73,0,target_monitoring
1775232711.3434885,73,0,target_monitoring
1775232711.4456625,73,0,target_monitoring
1775232711.5459049,73,0,target_monitoring
1775232711.6465235,73,0,target_monitoring
1775232711.8202734,73,0,target_monitoring
1775232711.927032,73,0,target_monitoring
1775232712.0272405,73,0,target_monitoring
1775232712.127438,73,0,target_monitoring
1775232712.2280421,73,0,target_monitoring
1775232712.328229,73,0,target_monitoring
1775232712.4283688,73,0,target_monitoring
1775232712.5310943,73,0,target_monitoring
1775232712.6418252,73,0,target_monitoring
1775232712.7421665,73,0,target_monitoring
1775232712.843081,73,0,target_monitoring
1775232712.943285,73,0,target_monitoring
1775232713.0436544,73,0,target_monitoring
1775232713.1483238,73,0,target_monitoring
1775232713.248544,73,0,target_monitoring
1775232713.3490634,73,0,target_monitoring
1775232713.4492738,73,0,target_monitoring
1775232713.5497644,73,0,target_monitoring
1775232713.6499681,73,0,target_monitoring
1775232713.7504265,73,0,target_monitoring
1775232713.8557556,73,0,target_monitoring
1775232713.963755,73,0,target_monitoring
1775232714.0800982,73,0,target_monitoring
1775232714.180293,73,0,target_monitoring
1775232714.2804875,73,0,target_monitoring
1775232714.3806953,73,0,target_monitoring
1775232714.4809167,73,0,target_monitoring
1775232714.5811245,73,0,target_monitoring
1775232714.6863863,94,0,target_monitoring
1775232714.8002555,94,0,target_monitoring
1775232714.9250195,94,0,target_monitoring
1775232715.0252576,94,0,target_monitoring
1775232715.125457,94,0,target_monitoring
1775232715.2256625,94,0,target_monitoring
1775232715.3258832,94,0,target_monitoring
1775232715.4260893,94,0,target_monitoring
1775232715.5262847,94,0,target_monitoring
1775232715.6284215,94,0,target_monitoring
1775232715.738771,94,0,target_monitoring
1775232715.8389807,94,0,target_monitoring
1775232715.9393463,94,0,target_monitoring
1775232716.0397937,94,0,target_monitoring
1775232716.1404076,94,0,target_monitoring
1775232716.2406073,94,0,target_monitoring
1775232716.3524454,94,0,target_monitoring
1775232716.4549952,94,0,target_monitoring
1775232716.574315,94,0,target_monitoring
1775232716.6745253,94,0,target_monitoring
1775232716.7753723,94,0,target_monitoring
1775232716.8757713,94,0,target_monitoring
1775232716.9760022,94,0,target_monitoring
1775232717.076448,94,0,target_monitoring
1775232717.1867561,94,0,target_monitoring
1775232717.3966117,94,0,target_monitoring
1775232717.5073023,94,0,target_monitoring
1775232717.6074812,94,0,target_monitoring
1775232717.7084446,94,0,target_monitoring
1775232717.8087323,94,0,target_monitoring
1775232717.9089506,94,0,target_monitoring
1775232718.0104926,94,0,target_monitoring
1775232718.1163187,94,0,target_monitoring
1775232718.2265832,94,0,target_monitoring
1775232718.3322804,94,0,target_monitoring
1775232718.4326806,94,0,target_monitoring
1775232718.5329077,94,0,target_monitoring
1775232718.6394358,94,0,target_monitoring
1775232718.7396815,109,0,target_monitoring
1775232718.8399146,109,0,target_monitoring
1775232718.9403698,109,0,target_monitoring
1775232719.0405931,109,0,target_monitoring
1775232719.1407964,109,0,target_monitoring
1775232719.2609673,109,0,target_monitoring
1775232719.366509,109,0,target_monitoring
1775232719.466726,109,0,target_monitoring
1775232719.5671444,109,0,target_monitoring
1775232719.667351,109,0,target_monitoring
1775232719.7677183,109,0,target_monitoring
1775232719.8681262,109,0,target_monitoring
1775232719.9735682,109,0,target_monitoring
1775232720.0796697,109,0,target_monitoring
1775232720.180466,109,0,target_monitoring
1775232720.2806654,109,0,target_monitoring
1775232720.3815477,109,0,target_monitoring
1775232720.481739,109,0,target_monitoring
1775232720.5825129,109,0,target_monitoring
1775232720.6827126,109,0,target_monitoring
1775232720.7841938,109,0,target_monitoring
1775232720.8976636,109,0,target_monitoring
1775232720.997894,109,0,target_monitoring
1775232721.0980818,109,0,target_monitoring
1775232721.201334,109,0,target_monitoring
1775232721.3075237,109,0,target_monitoring
1775232721.4136653,109,0,target_monitoring
1775232721.5271547,109,0,target_monitoring
1775232721.6281276,109,0,target_monitoring
1775232721.740447,109,0,target_monitoring
1775232721.840893,109,0,target_monitoring
1775232721.941088,109,0,target_monitoring
1775232722.0412803,109,0,target_monitoring
1775232722.146556,109,0,target_monitoring
1775232722.2513247,109,0,target_monitoring
1775232722.363096,109,0,target_monitoring
1775232722.4829612,109,0,target_monitoring
1775232722.588762,109,0,target_monitoring
1775232722.6890063,109,0,attacker_inference
1775232722.7897167,109,0,attacker_inference
1775232722.890272,109,0,attacker_inference
1775232722.990476,109,0,attacker_inference
1775232723.0906718,109,0,attacker_inference
1775232723.1945636,109,0,attacker_inference
1775232723.3849516,109,0,attacker_inference
1775232723.4851923,109,0,attacker_inference
1775232723.5854056,109,0,attacker_inference
1775232723.6856148,109,0,attacker_inference
1775232723.7858186,109,0,attacker_inference
1775232723.8862298,109,0,attacker_inference
1775232723.987701,109,0,attacker_inference
1775232724.098368,109,0,attacker_inference
1775232724.198577,109,0,attacker_inference
1775232724.2987971,109,0,attacker_inference
1775232724.3990078,109,0,attacker_inference
1775232724.4992168,109,0,attacker_inference
1775232724.601558,109,0,attacker_inference
1775232724.7511437,109,0,attacker_inference
1775232724.8661249,109,0,attacker_inference
1775232724.9798954,109,0,attacker_inference
1775232725.0997877,109,0,attacker_inference
1775232725.200001,109,0,attacker_inference
1775232725.3002033,109,0,attacker_inference
1775232725.4006033,109,0,attacker_inference
1775232725.5008287,109,0,attacker_inference
1775232725.6014276,109,0,attacker_inference
1775232725.7057397,109,0,attacker_inference
1775232725.8163276,109,0,attacker_inference
1775232725.9165282,109,0,attacker_inference
1775232726.016914,109,0,attacker_inference
1775232726.1171207,109,0,attacker_inference
1775232726.2173054,109,0,attacker_inference
1775232726.3174984,109,0,attacker_inference
1775232726.4244344,109,0,attacker_inference
1775232726.5348465,109,0,attacker_inference
1775232726.635061,109,0,attacker_inference
1775232726.7352576,109,0,attacker_inference
1775232726.855288,109,0,attacker_inference
1775232726.955529,109,0,attacker_inference
1775232727.055723,109,0,attacker_inference
1775232727.1612213,109,0,attacker_inference
1775232727.2677946,109,0,attacker_inference
1775232727.3784142,109,0,attacker_inference
1775232727.478941,109,0,attacker_inference
1775232727.5791757,109,0,attacker_inference
1775232727.6793447,109,0,attacker_inference
1775232727.7795346,109,0,attacker_inference
1775232727.8799856,109,0,attacker_inference
1775232727.9803967,109,0,attacker_inference
1775232728.0960963,109,0,attacker_inference
1775232728.1962883,109,0,attacker_inference
1775232728.2964869,109,0,attacker_inference
1775232728.3970048,109,0,attacker_inference
1775232728.4974263,109,0,attacker_inference
1775232728.5977035,109,0,attacker_inference
1775232728.7024877,109,0,attacker_inference
1775232728.807794,109,0,attacker_inference
1775232728.9080172,109,0,attacker_inference
1775232729.0085697,109,0,attacker_inference
1775232729.1095345,109,0,attacker_inference
1775232729.2835321,109,0,attacker_inference
1775232729.3888576,109,0,attacker_inference
1775232729.489076,109,0,attacker_inference
1775232729.589289,109,0,attacker_inference
1775232729.6898537,109,0,attacker_inference
1775232729.790074,109,0,attacker_inference
1775232729.890311,109,0,attacker_inference
1775232729.9954703,109,0,attacker_inference
1775232730.0959625,109,0,attacker_inference
1775232730.2117562,109,0,attacker_inference
1775232730.3120182,109,0,attacker_inference
1775232730.4122446,109,0,attacker_inference
1775232730.581761,109,0,attacker_inference
1775232730.6820085,130,130,pattern_recognition
1775232730.7826498,130,130,pattern_recognition
1775232730.8830981,130,130,pattern_recognition
1775232730.9833467,130,130,pattern_recognition
1775232731.0955753,130,130,pattern_recognition
1775232731.2022316,130,130,pattern_recognition
1775232731.3024645,130,130,pattern_recognition
1775232731.4026759,130,130,pattern_recognition
1775232731.5034094,130,130,pattern_recognition
1775232731.6036353,130,130,pattern_recognition
1775232731.703969,130,130,pattern_recognition
1775232731.81724,130,130,pattern_recognition
1775232731.9174545,130,130,pattern_recognition
1775232732.0183034,130,130,pattern_recognition
1775232732.1185312,130,130,pattern_recognition
1775232732.2190409,130,130,pattern_recognition
1775232732.3192728,130,130,pattern_recognition
1775232732.4195504,130,130,pattern_recognition
1775232732.5214293,130,130,pattern_recognition
1775232732.635263,130,130,pattern_recognition
1775232732.7354743,130,130,pattern_recognition
1775232732.8356917,130,130,pattern_recognition
1775232732.9359157,130,130,pattern_recognition
1775232733.0362074,130,130,pattern_recognition
1775232733.1364183,130,130,pattern_recognition
1775232733.2416832,130,130,pattern_recognition
1775232733.3420496,130,130,pattern_recognition
1775232733.4423065,130,130,pattern_recognition
1775232733.5425048,130,130,pattern_recognition
1775232733.6427395,130,130,pattern_recognition
1775232733.7437305,130,130,pattern_recognition
1775232733.845198,130,130,pattern_recognition
1775232733.9511485,130,130,pattern_recognition
1775232734.051442,130,130,pattern_recognition
1775232734.1516693,130,130,pattern_recognition
1775232734.251901,130,130,pattern_recognition
1775232734.3524861,130,130,pattern_recognition
1775232734.4530258,130,130,pattern_recognition
1775232734.5583045,130,130,pattern_recognition
1775232734.660022,130,130,victim_identification
1775232734.765933,130,130,victim_identification
1775232734.9495623,130,130,victim_identification
1775232735.049824,130,130,victim_identification
1775232735.1522517,130,130,victim_identification
1775232735.2524633,130,130,victim_identification
1775232735.352698,130,130,victim_identification
1775232735.4529216,130,130,victim_identification
1775232735.5604365,130,130,victim_identification
1775232735.6661365,130,130,victim_identification
1775232735.766363,130,130,victim_identification
1775232735.8666058,130,130,victim_identification
1775232735.9674683,130,130,victim_identification
1775232736.0677028,130,130,victim_identification
1775232736.1766844,130,130,victim_identification
1775232736.282018,130,130,victim_identification
1775232736.3861434,130,130,victim_identification
1775232736.4914412,130,130,victim_identification
1775232736.5916667,130,130,victim_identification
1775232736.6918526,130,130,victim_identification
1775232736.798013,130,130,victim_identification
1775232736.8983574,130,130,victim_identification
1775232737.0092804,130,130,victim_identification
1775232737.109487,130,130,victim_identification
1775232737.2097013,130,130,victim_identification
1775232737.3099122,130,130,victim_identification
1775232737.4103498,130,130,victim_identification
1775232737.5120242,130,130,victim_identification
1775232737.61228,130,130,victim_identification
1775232737.7124982,130,130,victim_identification
1775232737.812737,130,130,victim_identification
1775232737.9131675,130,130,victim_identification
1775232738.0140822,130,130,victim_identification
1775232738.1164994,130,130,victim_identification
1775232738.2204323,130,130,victim_identification
1775232738.3261101,130,130,victim_identification
1775232738.426544,130,130,victim_identification
1775232738.5267758,130,130,victim_identification
1775232738.6270237,130,130,victim_identification
1775232738.727599,146,130,target_monitoring
1775232738.8331625,146,130,target_monitoring
1775232738.9352155,146,130,target_monitoring
1775232739.0481546,146,130,target_monitoring
1775232739.148705,146,130,target_monitoring
1775232739.24894,146,130,target_monitoring
1775232739.3491485,146,130,target_monitoring
1775232739.4493766,146,130,target_monitoring
1775232739.556115,146,130,target_monitoring
1775232739.671808,146,130,target_monitoring
1775232739.7754512,146,130,target_monitoring
1775232739.8756907,146,130,target_monitoring
1775232739.975917,146,130,target_monitoring
1775232740.076129,146,130,target_monitoring
1775232740.1763494,146,130,target_monitoring
1775232740.2765691,146,130,target_monitoring
1775232740.3795671,146,130,target_monitoring
1775232740.4899418,146,130,target_monitoring
1775232740.7099214,146,130,target_monitoring
1775232740.810693,146,130,target_monitoring
1775232740.9109254,146,130,target_monitoring
1775232741.0111413,146,130,target_monitoring
1775232741.11144,146,130,target_monitoring
1775232741.211672,146,130,target_monitoring
1775232741.3159964,146,130,target_monitoring
1775232741.4298115,146,130,target_monitoring
1775232741.5300355,146,130,target_monitoring
1775232741.6302402,146,130,target_monitoring
1775232741.7304924,146,130,target_monitoring
1775232741.8307283,146,130,target_monitoring
1775232741.9598973,146,130,target_monitoring
1775232742.071354,146,130,target_monitoring
1775232742.1773105,146,130,target_monitoring
1775232742.2775302,146,130,target_monitoring
1775232742.3777611,146,130,target_monitoring
1775232742.4781322,146,130,target_monitoring
1775232742.5783584,146,130,target_monitoring
1775232742.6836243,160,130,target_monitoring
1775232742.7838638,160,130,target_monitoring
1775232742.8841012,160,130,target_monitoring
1775232742.9843082,160,130,target_monitoring
1775232743.0846672,160,130,target_monitoring
1775232743.184896,160,130,target_monitoring
1775232743.294558,160,130,target_monitoring
1775232743.4081519,160,130,target_monitoring
1775232743.513775,160,130,target_monitoring
1775232743.6149347,160,130,target_monitoring
1775232743.7202334,160,130,target_monitoring
1775232743.8208346,160,130,target_monitoring
1775232743.9224603,160,130,target_monitoring
1775232744.0262008,160,130,target_monitoring
1775232744.128386,160,130,target_monitoring
1775232744.2286968,160,130,target_monitoring
1775232744.3289223,160,130,target_monitoring
1775232744.4294884,160,130,target_monitoring
1775232744.5314686,160,130,target_monitoring
1775232744.6495962,160,130,target_monitoring
1775232744.7549207,160,130,target_monitoring
1775232744.8551967,160,130,target_monitoring
1775232744.955637,160,130,target_monitoring
1775232745.0559568,160,130,target_monitoring
1775232745.1638682,160,130,target_monitoring
1775232745.2758753,160,130,target_monitoring
